report_nr,programm,projekttitel,antragsteller_innen_verantwortliche_personen,forderzeitraum_von,forderzeitraum_bis
36,Lerninfrastrukturprogramm,IGEM Wettbewerb,"Prof. Dr. Dirk Tischler, Frau Luise Pinske",2021-07-22T00:00:00Z,NA
36,Lerninfrastrukturprogramm,"Neukonzeption des Aufbaumoduls ""Molekulare Mechanismen zur Reparatur des Nervensystems""",Prof. Dr. Dietmar Fischer,2019-12-12T00:00:00Z,NA
36,Lerninfrastrukturprogramm,"Neukonzeption des Grundpraktikums ""Tierphysiologische Übungen""",Prof. Dr. Dietmar Fischer,2019-06-11T00:00:00Z,NA
37,Digitalisierung der Lehre,E-Teaching Biochemie – Vorbereitend.Begleitend.Kooperativ.,"Prof. Dr. Thomas Günther-Pomorski, Dr. Daniel Tapken",2022-05-01T00:00:00Z,2023-04-30T00:00:00Z
37,Innovative Praxisprojekte,Kollaboration im B2B Wertschöpfungsnetzwerk - Nutzung von Laborerfahrung für den Transfer zu Praxispartnern (Exploiting the Collaboration Space),"Prof. Dr. Uta Wilkens, Prof. Dr. Kristina Tschulik",2020-05-01T00:00:00Z,2021-12-01T00:00:00Z
38,Digitalisierung der Lehre,Digifit - Digital Geology meets Inclusive Field Training,"Prof. Dr. Tobias Backers, Samira Ahmadnia, Dr. Mandy Duda",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
38,Doppelabschluss MA Transformation of Urban Landscapes,DAAD-Förderung mit U Tongji,Prof. Harald Zepp,2019-09-30T00:00:00Z,2023-10-31T00:00:00Z
38,Doppelabschluss MSc Applied Geothermics,DAAD-DAZH-Förderung mit U San José,Prof. Stefan Wohnlich,2019-10-01T00:00:00Z,2023-09-30T00:00:00Z
38,eLearning-Wettbewerb 5x5000,Blended Learning in der Grundwassermodellierung,Dr. Thomas Heinze,2019-08-06T00:00:00Z,2020-03-31T00:00:00Z
38,eLearning-Wettbewerb 5x5000,Eigenregie – Geländepraktikum selbst inszeniert,Dr. Sara Waßmann,2020-02-19T00:00:00Z,2020-09-30T00:00:00Z
38,Erasmus Mundus Design Measures (EMDM),Re-Designing Post-Industrial Cities (joint Master),Prof. Dr. Thomas Feldhoff,2022-03-01T00:00:00Z,2023-05-31T00:00:00Z
38,Forschendes Lernen,"Durch die Übernahme gesellschaftlicher Verantwortung lernen: ""Soziale Ungleichheit, Armut und Wohnen"" - ein Service-Learning Projekt am Geographischen Institut",Janine Bittner,2019-10-01T00:00:00Z,2020-06-30T00:00:00Z
38,Lerninfrastrukturprogramm,Eye-tracking-fähige VR-Brillen in der geowissenschaftlichen Methodenausbildung,"Prof. Dr. Frank Dickmann, Prof. Dr. Carsten Jürgens, Prof. Dr. Harald Zepp",2019-06-11T00:00:00Z,NA
38,Lerninfrastrukturprogramm,Geodaten aus der Luft in 3D,"Prof. Dr Carsten Jürgens, Prof. Dr Harro Stolpe",2021-07-22T00:00:00Z,NA
38,UNIC@RUB,Urban modeling for post-industrial cities,Jun. Prof. Dr. Andreas Rienow,2022-01-01T00:00:00Z,2022-08-31T00:00:00Z
39,Digitalisierung der Lehre,Digifit - Digital Geology meets Inclusive Field Training,"Prof. Dr. Tobias Backers, Samira Ahmadnia, Dr. Mandy Duda",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
39,Doppelabschluss MA Transformation of Urban Landscapes,DAAD-Förderung mit U Tongji,Prof. Harald Zepp,2019-09-30T00:00:00Z,2023-10-31T00:00:00Z
39,Doppelabschluss MSc Applied Geothermics,DAAD-DAZH-Förderung mit U San José,Prof. Stefan Wohnlich,2019-10-01T00:00:00Z,2023-09-30T00:00:00Z
39,eLearning-Wettbewerb 5x5000,Blended Learning in der Grundwassermodellierung,Dr. Thomas Heinze,2019-08-06T00:00:00Z,2020-03-31T00:00:00Z
39,eLearning-Wettbewerb 5x5000,Eigenregie – Geländepraktikum selbst inszeniert,Dr. Sara Waßmann,2020-02-19T00:00:00Z,2020-09-30T00:00:00Z
39,Erasmus Mundus Design Measures (EMDM),Re-Designing Post-Industrial Cities (joint Master),Prof. Dr. Thomas Feldhoff,2022-03-01T00:00:00Z,2023-05-31T00:00:00Z
39,Forschendes Lernen,"Durch die Übernahme gesellschaftlicher Verantwortung lernen: ""Soziale Ungleichheit, Armut und Wohnen"" - ein Service-Learning Projekt am Geographischen Institut",Janine Bittner,2019-10-01T00:00:00Z,2020-06-30T00:00:00Z
39,Lerninfrastrukturprogramm,Eye-tracking-fähige VR-Brillen in der geowissenschaftlichen Methodenausbildung,"Prof. Dr. Frank Dickmann, Prof. Dr. Carsten Jürgens, Prof. Dr. Harald Zepp",2019-06-11T00:00:00Z,NA
39,Lerninfrastrukturprogramm,Geodaten aus der Luft in 3D,"Prof. Dr Carsten Jürgens, Prof. Dr Harro Stolpe",2021-07-22T00:00:00Z,NA
39,UNIC@RUB,Urban modeling for post-industrial cities,Jun. Prof. Dr. Andreas Rienow,2022-01-01T00:00:00Z,2022-08-31T00:00:00Z
41,eLearning-Wettbewerb 5x5000,Online-Praktikumsversuch „Pulsarbeobachtungen bei langen Wellenlängen“,"Dr. Björn Adebahr, Dr. Peter Kamphuis",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
41,Lerninfrastrukturprogramm,Virtueller Hörsaal DiViP,"Torsten Cleve, Dr. Ivonne Möller",2021-02-02T00:00:00Z,NA
42,Digitalisierung der Lehre,Digital-Modular-Learning-In-Surgery (DMLIS),"Dr. med. cand. habil Sebastian Brinkmann, Professor Dr. med. Dirk Bausch",2021-11-01T00:00:00Z,2022-12-31T00:00:00Z
42,Doppelabschluss MSc Stammzellen u Regenerative Medizin,DAAD-Förderung mit U Jinan,Prof. Beate Saberi,2019-08-01T00:00:00Z,2023-09-30T00:00:00Z
42,"Forschendes Lernen, Schwerpunkt Data Science",Datenkompetenz im Gesundheitsbereich am praktischen Beispiel ausgewählter Gesundheitsapps,"Birgit Zeyer-Gliozzo, Dr. Barbara Emons, Prof. Dr. Thorsten Schäfer, Prof. Dr. Markus Dürmuth",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
42,Innovative Praxisprojekte,Den Campus mitgestalten! Gründung eines Zentrums für simulationsbasierte Lehre (ZSBL) an der RUB,"Prof. Dr. Joachim Wirth, Prof. Dr. Uta Wilkens, Prof. Dr. Thorsten Schäfer",2020-08-15T00:00:00Z,2021-08-15T00:00:00Z
42,Visiting Professors Linie 2,Gastdozentur Prof.Mazzolini,Prof. Dr. Thomas Feldhoff,2020-12-01T00:00:00Z,2021-02-28T00:00:00Z
43,eLearning-Wettbewerb 5x5000,Online-Praktikumsversuch „Pulsarbeobachtungen bei langen Wellenlängen“,"Dr. Björn Adebahr, Dr. Peter Kamphuis",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
43,Lerninfrastrukturprogramm,Virtueller Hörsaal DiViP,"Torsten Cleve, Dr. Ivonne Möller",2021-02-02T00:00:00Z,NA
44,"Forschendes Lernen, Schwerpunkt Data Science",Data Science for Psychologists - Integration von Machine Learning in das Modul Multivariate Verfahren,"Dr. Till Kaiser, Prof. Dr. Maike Luhmann",2021-02-01T00:00:00Z,2022-04-30T00:00:00Z
46,Digitalisierung der Lehre,Gründungsbausteine - Micro Degrees für Entrepreneure,Prof. Dr. Nicola Werbeck,2022-04-01T00:00:00Z,2023-03-31T00:00:00Z
46,eLearning-Wettbewerb 5x5000,Im Ra(h)men des Möglichen – ein digitales Lehrkonzept zur kombinierten Anwendung abwechslungsreicher e-Learning Tools,"Robin Stetzka, Melissa Kistner, Elka Thevanesan",2021-03-04T00:00:00Z,2021-09-30T00:00:00Z
46,Forschendes Lernen,Data Analytics in Accounting,Prof. Dr. Devrimi Kaya,2020-06-01T00:00:00Z,2020-11-30T00:00:00Z
46,Forschendes Lernen,"Forschendes Lernen: Datengetriebene, agenten-basierte Modellierung im Team (jeweils BSc und MSc Modul)","Dr. Frederik Schaff, Said Benjamin Bonakdar",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
46,"Forschendes Lernen, Schwerpunkt Data Science",Data Science in Finance,"Prof. Dr. Stephan Paul, Doron Reichmann",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
46,Innovative Praxisprojekte,Innovationsmanagement,Prof. Dr. Matthias Weiss,2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
46,Studentische Initiativprojekte,Digital Marketing in Practice,"Anna Klötzer, Lisa Hartmann",2019-04-01T00:00:00Z,2020-07-31T00:00:00Z
47,eLearning-Wettbewerb 5x5000,LAMPE - Learning About Methods with Personalized E-Learning-Tools,"Dr. Katja Serova, Cosima Quirl, Inga Lotte Limpinsel, Bernadette Hagen",2021-03-04T00:00:00Z,2021-09-30T00:00:00Z
47,eLearning-Wettbewerb 5x5000,"Theorien verstehen am CASE durch Collaboration, Anwendung, Situiertheit und Elaboration","Dr. Valentina Nachtigall, Berke Kücük, Prof. Dr. Nikol Rummel",2020-02-19T00:00:00Z,2020-09-30T00:00:00Z
47,Forschendes Lernen,Grow - Mit der Grounded Theory-Methodologie gemeinsam im Forschen wachsen,"Olga Neuberger, Inga Lotta Limpinsel, Raphaela Gilles, Prof. Dr. Sandra Aßmann",2021-01-01T00:00:00Z,2022-03-31T00:00:00Z
47,Forschendes Lernen,KEVIN - Kooperative EValuationsforschung einer INformatik-Vorlesung,"Dr. Katja Serova, Selina Yek",2020-04-01T00:00:00Z,2022-09-30T00:00:00Z
47,Innovative Praxisprojekte,Den Campus mitgestalten! Gründung eines Zentrums für simulationsbasierte Lehre (ZSBL) an der RUB,"Prof. Dr. Joachim Wirth, Prof. Dr. Uta Wilkens, Prof. Dr. Thorsten Schäfer",2020-08-15T00:00:00Z,2021-08-15T00:00:00Z
47,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Dr. Sticker",Prof. Dr. Corinna Mieth,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
47,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Prof. Araujo",Prof. Dr. Corinna Mieth,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
47,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Prof. Moolio",Prof. Dr. Corinna Mieth,2019-04-01T00:00:00Z,2019-09-30T00:00:00Z
47,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Prof. Pinzani",Prof. Dr. Corinna Mieth,2020-10-01T00:00:00Z,2021-03-31T00:00:00Z
48,eLearning-Wettbewerb 5x5000,Campus im Fokus – Feldforschung nach dem Lockdown,"Dr. Nino Aivazishvili-Gehne, Seda Sönmeztürk",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
48,eLearning-Wettbewerb 5x5000,Doing Health in a digitized world – (Digitale) Gesundheitskompetenz aus praxeologischer Perspektive,Prof. Dr. Sebastian Merkel,2021-08-19T00:00:00Z,2022-03-31T00:00:00Z
48,Forschendes Lernen,"Bildanalysen zu ""Corona""",Dr. Silke Müller,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
48,Forschendes Lernen,Eintauchen in (post-)migrantische Lebenswelten. Praxisnahe und reflexive Forschung in Bochum,"Prof. Dr. Dieter Haller, Prof. Dr. Jürgen Straub, Dr. Nino Aivazishvili-Gehne",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
48,Forschendes Lernen,Sozialer Statuswandel in Migrationsbiographien - Biographische Analyse sozialer Positionierungsprozesse von Geflüchteten mit Gewalterfahrung und/oder prekärem Aufenthaltsstatus,Christian Schramm,2019-04-01T00:00:00Z,2020-03-31T00:00:00Z
48,"Forschendes Lernen, Schwerpunkt Data Science",Datenkompetenz im Gesundheitsbereich am praktischen Beispiel ausgewählter Gesundheitsapps,"Birgit Zeyer-Gliozzo, Dr. Barbara Emons, Prof. Dr. Thorsten Schäfer, Prof. Dr. Markus Dürmuth",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
48,"Forschendes Lernen, Schwerpunkt Data Science",Interdisziplinär mit digitalen Daten forschen,"Prof. Dr. Estrid Sørensen, Dipl.-Biol. Kerstin Kallweit",2020-02-01T00:00:00Z,2021-09-30T00:00:00Z
48,inSTUDIES/Forschendes Lernen hoch 3,Gelebte Kritik. Gesellschaftliche Utopien im individuellen Handeln,"Prof. Dr. Jürgen Straub, Rebecca Thrun",2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
48,inSTUDIES/Summer Schools,„tl;dr“ Too long; didn’t read (?) Große Textmengen computergestützt analysieren,"Dr. Frederik Elwert, Lena Liefke, Dr. Stephanie Heimgartner, Sebastian Gerhartz, Stefan Reiners",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
48,Studentische Initiativprojekte,Leben Verstehen,Emre Ünal,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
48,UNIC@RUB,Great transformations in Post‐industrial Cities: superdiversity and social innovation,Prof. Dr. Ludger Pries,2021-07-01T00:00:00Z,2022-09-30T00:00:00Z
48,UNIC@RUB,Transnational Migration and Social Cohesion in Sustainable Urban Transformation,Prof. Dr. Ludger Pries,2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
49,Digitalisierung der Lehre,Gründungsbausteine - Micro Degrees für Entrepreneure,Prof. Dr. Nicola Werbeck,2022-04-01T00:00:00Z,2023-03-31T00:00:00Z
49,eLearning-Wettbewerb 5x5000,Im Ra(h)men des Möglichen – ein digitales Lehrkonzept zur kombinierten Anwendung abwechslungsreicher e-Learning Tools,"Robin Stetzka, Melissa Kistner, Elka Thevanesan",2021-03-04T00:00:00Z,2021-09-30T00:00:00Z
49,Forschendes Lernen,Data Analytics in Accounting,Prof. Dr. Devrimi Kaya,2020-06-01T00:00:00Z,2020-11-30T00:00:00Z
49,Forschendes Lernen,"Forschendes Lernen: Datengetriebene, agenten-basierte Modellierung im Team (jeweils BSc und MSc Modul)","Dr. Frederik Schaff, Said Benjamin Bonakdar",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
49,"Forschendes Lernen, Schwerpunkt Data Science",Data Science in Finance,"Prof. Dr. Stephan Paul, Doron Reichmann",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
49,Innovative Praxisprojekte,Innovationsmanagement,Prof. Dr. Matthias Weiss,2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
49,Studentische Initiativprojekte,Digital Marketing in Practice,"Anna Klötzer, Lisa Hartmann",2019-04-01T00:00:00Z,2020-07-31T00:00:00Z
50,eLearning-Wettbewerb 5x5000,Campus im Fokus – Feldforschung nach dem Lockdown,"Dr. Nino Aivazishvili-Gehne, Seda Sönmeztürk",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
50,eLearning-Wettbewerb 5x5000,Doing Health in a digitized world – (Digitale) Gesundheitskompetenz aus praxeologischer Perspektive,Prof. Dr. Sebastian Merkel,2021-08-19T00:00:00Z,2022-03-31T00:00:00Z
50,Forschendes Lernen,"Bildanalysen zu ""Corona""",Dr. Silke Müller,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
50,Forschendes Lernen,Eintauchen in (post-)migrantische Lebenswelten. Praxisnahe und reflexive Forschung in Bochum,"Prof. Dr. Dieter Haller, Prof. Dr. Jürgen Straub, Dr. Nino Aivazishvili-Gehne",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
50,Forschendes Lernen,Sozialer Statuswandel in Migrationsbiographien - Biographische Analyse sozialer Positionierungsprozesse von Geflüchteten mit Gewalterfahrung und/oder prekärem Aufenthaltsstatus,Christian Schramm,2019-04-01T00:00:00Z,2020-03-31T00:00:00Z
50,"Forschendes Lernen, Schwerpunkt Data Science",Datenkompetenz im Gesundheitsbereich am praktischen Beispiel ausgewählter Gesundheitsapps,"Birgit Zeyer-Gliozzo, Dr. Barbara Emons, Prof. Dr. Thorsten Schäfer, Prof. Dr. Markus Dürmuth",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
50,"Forschendes Lernen, Schwerpunkt Data Science",Interdisziplinär mit digitalen Daten forschen,"Prof. Dr. Estrid Sørensen, Dipl.-Biol. Kerstin Kallweit",2020-02-01T00:00:00Z,2021-09-30T00:00:00Z
50,inSTUDIES/Forschendes Lernen hoch 3,Gelebte Kritik. Gesellschaftliche Utopien im individuellen Handeln,"Prof. Dr. Jürgen Straub, Rebecca Thrun",2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
50,inSTUDIES/Summer Schools,„tl;dr“ Too long; didn’t read (?) Große Textmengen computergestützt analysieren,"Dr. Frederik Elwert, Lena Liefke, Dr. Stephanie Heimgartner, Sebastian Gerhartz, Stefan Reiners",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
50,Studentische Initiativprojekte,Leben Verstehen,Emre Ünal,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
50,UNIC@RUB,Great transformations in Post‐industrial Cities: superdiversity and social innovation,Prof. Dr. Ludger Pries,2021-07-01T00:00:00Z,2022-09-30T00:00:00Z
50,UNIC@RUB,Transnational Migration and Social Cohesion in Sustainable Urban Transformation,Prof. Dr. Ludger Pries,2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
51,Cooperation Partnerships in HE (Erasmus+ KA220),International Humanitarian Law Clinic - Research Education Dissemination,Prof. Dr. Pierre Thielbörger,2021-11-01T00:00:00Z,2024-10-31T00:00:00Z
51,Erasmus Mundus Joint Masters (EMJM),NOHA (joint Master program),Prof. Dr. Pierre Thielbörger,2020-09-01T00:00:00Z,2026-08-31T00:00:00Z
51,Erasmus Mundus Joint Masters (EMJM),NOHA (joint Master program),Prof. Dr. Pierre Thielbörger,2019-04-01T00:00:00Z,2020-09-01T00:00:00Z
51,Förderung Auswärtiges Amt,Trainingsprogramm zur Stärkung der Kapazitäten von Mitarbeiter*innen deutscher humanitärer NROs,Prof. Dr. Pierre Thielbörger,2020-09-01T00:00:00Z,2022-12-31T00:00:00Z
51,Forschendes Lernen,Begleitkurs zur Masterarbeit: Qualitative Methoden in der Krisenforschung,"Dr. Dennis Dijkzeul, Rafael Bohlen, Dr. habil. Christian Gudehus, Dr. Katrin Radtke",2021-01-01T00:00:00Z,2022-06-30T00:00:00Z
51,Forschendes Lernen,Online Enzyklopädie – Praktiken der Gewalt,Dr. Christian Gudehus,2019-10-01T00:00:00Z,2021-09-30T00:00:00Z
51,Visiting Professors Linie 1,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Douhan",Prof. Dr. Pierre Thielbörger,2020-09-01T00:00:00Z,2021-02-28T00:00:00Z
51,Visiting Professors Linie 1,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Hauser (1)",Prof. Dr. Pierre Thielbörger,2020-03-01T00:00:00Z,2020-08-31T00:00:00Z
51,Visiting Professors Linie 1,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Mälksoo",Prof. Dr. Pierre Thielbörger,2019-09-01T00:00:00Z,2020-02-29T00:00:00Z
51,Visiting Professors Linie 1,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Oberleitner",Prof. Dr. Pierre Thielbörger,2020-03-01T00:00:00Z,2020-08-31T00:00:00Z
51,Visiting Professors Linie 3,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Hauser (2)",Prof. Dr. Pierre Thielbörger,2021-09-01T00:00:00Z,2022-01-31T00:00:00Z
52,eLearning-Wettbewerb 5x5000,Campus im Fokus – Feldforschung nach dem Lockdown,"Dr. Nino Aivazishvili-Gehne, Seda Sönmeztürk",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
52,eLearning-Wettbewerb 5x5000,Doing Health in a digitized world – (Digitale) Gesundheitskompetenz aus praxeologischer Perspektive,Prof. Dr. Sebastian Merkel,2021-08-19T00:00:00Z,2022-03-31T00:00:00Z
52,Forschendes Lernen,"Bildanalysen zu ""Corona""",Dr. Silke Müller,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
52,Forschendes Lernen,Eintauchen in (post-)migrantische Lebenswelten. Praxisnahe und reflexive Forschung in Bochum,"Prof. Dr. Dieter Haller, Prof. Dr. Jürgen Straub, Dr. Nino Aivazishvili-Gehne",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
52,Forschendes Lernen,Sozialer Statuswandel in Migrationsbiographien - Biographische Analyse sozialer Positionierungsprozesse von Geflüchteten mit Gewalterfahrung und/oder prekärem Aufenthaltsstatus,Christian Schramm,2019-04-01T00:00:00Z,2020-03-31T00:00:00Z
52,"Forschendes Lernen, Schwerpunkt Data Science",Datenkompetenz im Gesundheitsbereich am praktischen Beispiel ausgewählter Gesundheitsapps,"Birgit Zeyer-Gliozzo, Dr. Barbara Emons, Prof. Dr. Thorsten Schäfer, Prof. Dr. Markus Dürmuth",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
52,"Forschendes Lernen, Schwerpunkt Data Science",Interdisziplinär mit digitalen Daten forschen,"Prof. Dr. Estrid Sørensen, Dipl.-Biol. Kerstin Kallweit",2020-02-01T00:00:00Z,2021-09-30T00:00:00Z
52,inSTUDIES/Forschendes Lernen hoch 3,Gelebte Kritik. Gesellschaftliche Utopien im individuellen Handeln,"Prof. Dr. Jürgen Straub, Rebecca Thrun",2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
52,inSTUDIES/Summer Schools,„tl;dr“ Too long; didn’t read (?) Große Textmengen computergestützt analysieren,"Dr. Frederik Elwert, Lena Liefke, Dr. Stephanie Heimgartner, Sebastian Gerhartz, Stefan Reiners",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
52,Studentische Initiativprojekte,Leben Verstehen,Emre Ünal,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
52,UNIC@RUB,Great transformations in Post‐industrial Cities: superdiversity and social innovation,Prof. Dr. Ludger Pries,2021-07-01T00:00:00Z,2022-09-30T00:00:00Z
52,UNIC@RUB,Transnational Migration and Social Cohesion in Sustainable Urban Transformation,Prof. Dr. Ludger Pries,2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
53,Digitalisierung der Lehre,Gründungsbausteine - Micro Degrees für Entrepreneure,Prof. Dr. Nicola Werbeck,2022-04-01T00:00:00Z,2023-03-31T00:00:00Z
53,eLearning-Wettbewerb 5x5000,Im Ra(h)men des Möglichen – ein digitales Lehrkonzept zur kombinierten Anwendung abwechslungsreicher e-Learning Tools,"Robin Stetzka, Melissa Kistner, Elka Thevanesan",2021-03-04T00:00:00Z,2021-09-30T00:00:00Z
53,Forschendes Lernen,Data Analytics in Accounting,Prof. Dr. Devrimi Kaya,2020-06-01T00:00:00Z,2020-11-30T00:00:00Z
53,Forschendes Lernen,"Forschendes Lernen: Datengetriebene, agenten-basierte Modellierung im Team (jeweils BSc und MSc Modul)","Dr. Frederik Schaff, Said Benjamin Bonakdar",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
53,"Forschendes Lernen, Schwerpunkt Data Science",Data Science in Finance,"Prof. Dr. Stephan Paul, Doron Reichmann",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
53,Innovative Praxisprojekte,Innovationsmanagement,Prof. Dr. Matthias Weiss,2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
53,Studentische Initiativprojekte,Digital Marketing in Practice,"Anna Klötzer, Lisa Hartmann",2019-04-01T00:00:00Z,2020-07-31T00:00:00Z
54,Innovative Praxisprojekte,Unternehmensnachfolge,Prof. Dr. Katharina Uffmann,2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
55,Innovative Praxisprojekte,Den Campus mitgestalten! Gründung eines Zentrums für simulationsbasierte Lehre (ZSBL) an der RUB,"Prof. Dr. Joachim Wirth, Prof. Dr. Uta Wilkens, Prof. Dr. Thorsten Schäfer",2020-08-15T00:00:00Z,2021-08-15T00:00:00Z
55,Innovative Praxisprojekte,KIbox - Kickbox-unterstützte Lösung von Nachhaltigkeits Challenges durch den Einsatz künstlicher Intelligenz,"Prof. Dr. Jens Pöppelbuß, Prof. Dr. Christian Meske",2022-04-01T00:00:00Z,2023-03-31T00:00:00Z
55,Innovative Praxisprojekte,Kollaboration im B2B Wertschöpfungsnetzwerk - Nutzung von Laborerfahrung für den Transfer zu Praxispartnern (Exploiting the Collaboration Space),"Prof. Dr. Uta Wilkens, Prof. Dr. Kristina Tschulik",2020-05-01T00:00:00Z,2021-12-01T00:00:00Z
56,eLearning-Wettbewerb 5x5000,Campus im Fokus – Feldforschung nach dem Lockdown,"Dr. Nino Aivazishvili-Gehne, Seda Sönmeztürk",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
56,eLearning-Wettbewerb 5x5000,Doing Health in a digitized world – (Digitale) Gesundheitskompetenz aus praxeologischer Perspektive,Prof. Dr. Sebastian Merkel,2021-08-19T00:00:00Z,2022-03-31T00:00:00Z
56,Forschendes Lernen,"Bildanalysen zu ""Corona""",Dr. Silke Müller,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
56,Forschendes Lernen,Eintauchen in (post-)migrantische Lebenswelten. Praxisnahe und reflexive Forschung in Bochum,"Prof. Dr. Dieter Haller, Prof. Dr. Jürgen Straub, Dr. Nino Aivazishvili-Gehne",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
56,Forschendes Lernen,Sozialer Statuswandel in Migrationsbiographien - Biographische Analyse sozialer Positionierungsprozesse von Geflüchteten mit Gewalterfahrung und/oder prekärem Aufenthaltsstatus,Christian Schramm,2019-04-01T00:00:00Z,2020-03-31T00:00:00Z
56,"Forschendes Lernen, Schwerpunkt Data Science",Datenkompetenz im Gesundheitsbereich am praktischen Beispiel ausgewählter Gesundheitsapps,"Birgit Zeyer-Gliozzo, Dr. Barbara Emons, Prof. Dr. Thorsten Schäfer, Prof. Dr. Markus Dürmuth",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
56,"Forschendes Lernen, Schwerpunkt Data Science",Interdisziplinär mit digitalen Daten forschen,"Prof. Dr. Estrid Sørensen, Dipl.-Biol. Kerstin Kallweit",2020-02-01T00:00:00Z,2021-09-30T00:00:00Z
56,inSTUDIES/Forschendes Lernen hoch 3,Gelebte Kritik. Gesellschaftliche Utopien im individuellen Handeln,"Prof. Dr. Jürgen Straub, Rebecca Thrun",2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
56,inSTUDIES/Summer Schools,„tl;dr“ Too long; didn’t read (?) Große Textmengen computergestützt analysieren,"Dr. Frederik Elwert, Lena Liefke, Dr. Stephanie Heimgartner, Sebastian Gerhartz, Stefan Reiners",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
56,Studentische Initiativprojekte,Leben Verstehen,Emre Ünal,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
56,UNIC@RUB,Great transformations in Post‐industrial Cities: superdiversity and social innovation,Prof. Dr. Ludger Pries,2021-07-01T00:00:00Z,2022-09-30T00:00:00Z
56,UNIC@RUB,Transnational Migration and Social Cohesion in Sustainable Urban Transformation,Prof. Dr. Ludger Pries,2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
57,"Forschendes Lernen, Schwerpunkt Data Science",Data Science for Psychologists - Integration von Machine Learning in das Modul Multivariate Verfahren,"Dr. Till Kaiser, Prof. Dr. Maike Luhmann",2021-02-01T00:00:00Z,2022-04-30T00:00:00Z
58,"Forschendes Lernen, Schwerpunkt Data Science",Data Science for Psychologists - Integration von Machine Learning in das Modul Multivariate Verfahren,"Dr. Till Kaiser, Prof. Dr. Maike Luhmann",2021-02-01T00:00:00Z,2022-04-30T00:00:00Z
59,"Forschendes Lernen, Schwerpunkt Data Science",Data Science for Psychologists - Integration von Machine Learning in das Modul Multivariate Verfahren,"Dr. Till Kaiser, Prof. Dr. Maike Luhmann",2021-02-01T00:00:00Z,2022-04-30T00:00:00Z
